f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,source,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2019237010844344,0.0502944534355431,0.0620680718879775,0.0393159656625572,0.0641299031964778,0.011219590891734,0.0566517299476859,0.0708724610491038,0.0224572794063853,0.0756537225854243,0.0845831917041992,0.0293284157210092,0.0864194313206842,0.0736487254312432,0.0347284993369988,1.0,0.0,0.0,0.0,-0.8275871458178389,0.9853239419647004,0.6512749331449447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3210564729842416,0.0896285782143703,0.601084664872368,0.361050484329918,0.5168333501174592,0.8803005820412061,0.0443617370646301,0.0811619532358138,0.8290714085565479,0.7377109426207045,0.949954378670163,0.4593260637160558,0.083991352286509,0.1231252600656359,0.865432324735492,1.0,0.0,0.0,0.0,-0.8414170903763111,0.9861182086576166,0.6497523970111669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0866582650993121,0.0533592680532891,-0.0050312270844218,0.0,0.0,0.0,-0.0866582650993121,0.0533592680532891,-0.0050312270844218,0.0,0.0,0.0,-0.0866582650993121,0.0533592680532891,-0.0050312270844218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2124040765521977,0.6349189840461407,0.8161332020901793,0.2902154105728701,0.5992973129632787,0.907852854543052,0.2288948853110024,0.4671371040201325,0.7814183170286452,0.1253099050312499,0.12662004547194,0.5287461393460384,0.0326690528926417,0.041192069132082,0.2912898933435586,1.0,0.0,0.0,0.0,-0.8342876423710108,0.9774424034198392,0.6454249186596022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455781557484356,-0.4356800097988026,-0.0142059500205879,0.0,0.0,0.0,0.0455781557484356,-0.4356800097988026,-0.0142059500205879,0.0,0.0,0.0,0.0455781557484356,-0.4356800097988026,-0.0142059500205879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3969501490388885,0.1870433552340842,0.4330070882243372,0.1879226591740135,0.6724198590407658,0.6306262031961487,0.3940178732485628,0.3730984020459802,0.5953499820380547,0.1813016957058964,0.7872121030684315,0.8877192683830094,0.0011898062568096,0.5658372452719098,0.8332358834912323,1.0,0.0,0.0,0.0,-0.832347020651776,0.9826328180464128,0.6499667910334868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121047218248772,0.2465333799035474,0.0149132279447555,0.0,0.0,0.0,0.0121047218248772,0.2465333799035474,0.0149132279447555,0.0,0.0,0.0,0.0121047218248772,0.2465333799035474,0.0149132279447555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652764988960447,0.154257864268239,0.3871661509008884,0.3434796239892688,0.5956948247409871,0.4595644219612199,0.5128662080211459,0.9669496194170644,0.61282233759604,0.1330720196815849,0.2952155425089137,0.596137731961465,0.267706275622529,0.3477870800909024,0.1003501280609078,1.0,0.0,0.0,0.0,-0.8298162090587833,0.9871166366796924,0.6307649439496761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155957458314117,0.2791736580218092,-0.0619767303698864,0.0,0.0,0.0,0.0155957458314117,0.2791736580218092,-0.0619767303698864,0.0,0.0,0.0,0.0155957458314117,0.2791736580218092,-0.0619767303698864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9031490842568428,0.3533432173461401,0.1084771869146182,0.1299670498364563,0.8293489349361264,0.8119420650268436,0.5312303275453846,0.90647133335304,0.1856626852060014,0.5468989494294578,0.3673112377502505,0.6201372741636242,0.4634586566816774,0.3547779415245407,0.7489661093219111,1.0,0.0,0.0,0.0,-0.8114055237110218,0.985643780444464,0.6092725927769905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107125667388957,-0.1035020784794094,-0.0664683180922119,0.0,0.0,0.0,0.107125667388957,-0.1035020784794094,-0.0664683180922119,0.0,0.0,0.0,0.107125667388957,-0.1035020784794094,-0.0664683180922119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155804201594237,0.053381062360395,0.6960101009838313,0.1777419301662528,0.1278010735365919,0.7546118240968498,0.7074318051529752,0.4784915893782991,0.5881041766324567,0.507516091898094,0.3732982733763249,0.034116475379518,0.1950085916104266,0.5226157996910312,0.8074095634538099,1.0,0.0,0.0,0.0,-0.8617582757873308,0.982508050893087,0.6372337108894268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3114528440833102,-0.1875475389133508,0.0869646715323221,0.0,0.0,0.0,-0.3114528440833102,-0.1875475389133508,0.0869646715323221,0.0,0.0,0.0,-0.3114528440833102,-0.1875475389133508,0.0869646715323221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491415402900542,0.452266264748506,0.1176750364166692,0.8702850098125123,0.5779911275383357,0.7059561211844869,0.7705955613810408,0.5609113988913509,0.3292000876621517,0.5000696102340759,0.5130845177117314,0.6425000800008818,0.4034316779075268,0.0445331199432992,0.5981272039673127,1.0,0.0,0.0,0.0,-0.7846940132115932,0.9880301521494635,0.6416383889672618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4321670961079264,0.3489092932221637,0.0142027154733188,0.0,0.0,0.0,0.4321670961079264,0.3489092932221637,0.0142027154733188,0.0,0.0,0.0,0.4321670961079264,0.3489092932221637,0.0142027154733188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3900847005256825,0.880328903203774,0.66332831619421,0.2995768431472128,0.9422969551889404,0.9550878602121144,0.1177772504361855,0.2280007099090746,0.225350739768894,0.5262820259267877,0.690750056684389,0.0260121007412456,0.0698616081667112,0.8688067565672313,0.8496861204176979,1.0,0.0,0.0,0.0,-0.8547488001784131,0.9837420194290234,0.6579883770487329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3900196599081483,-0.2857057884098964,0.0538997090251418,0.0,0.0,0.0,-0.3900196599081483,-0.2857057884098964,0.0538997090251418,0.0,0.0,0.0,-0.3900196599081483,-0.2857057884098964,0.0538997090251418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6801978559183355,0.6558117234457546,legacy,나
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053322431927,0.0362145560134244,0.0918565144763004,0.3404795164117331,0.4562413785834608,0.3869033926075595,0.4617644277442691,0.4798072337282155,0.3730563426262368,0.4964081107829199,0.5194595271015708,0.28405659759257,0.4494282188170419,0.3911688434774222,0.3219200787080164,1.0,0.0,0.0,0.0,-0.8418980714154456,0.9599843185359628,0.6703816141899497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092707226587513,-0.7111181162792152,-0.0223923508942328,0.0,0.0,0.0,0.092707226587513,-0.7111181162792152,-0.0223923508942328,0.0,0.0,0.0,0.092707226587513,-0.7111181162792152,-0.0223923508942328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621316716670669,0.6580777673062451,legacy,나
