f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,source,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2063348149162208,0.011645906363774,0.2062279981515968,0.1335149142473705,0.0424555838978647,0.0128150587857189,0.0665728166758705,0.0139357177147638,0.0120250662462412,0.0276644535450323,0.0428239516471112,0.0142332948619296,0.0704948097503137,0.0621682758218614,0.005240854295256,1.0,0.0,0.0,0.0,-0.6898457271218396,0.975939761464778,0.5327490806991462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2106632898554462,0.8306750119211262,0.5615273615071961,0.0363874685164253,0.6278062869397996,0.6216733106394393,0.1845898721060292,0.3350988362440261,0.9164324730054288,0.314543483355895,0.4140798993338487,0.3702918134173363,0.1385801215497841,0.5359882052063895,0.8942882563230702,1.0,0.0,0.0,0.0,-0.7355350999110126,0.9768053272185274,0.5499998071012842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1824993447894622,0.0367658367433752,0.0483860503017402,0.0,0.0,0.0,-0.1824993447894622,0.0367658367433752,0.0483860503017402,0.0,0.0,0.0,-0.1824993447894622,0.0367658367433752,0.0483860503017402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6256161955118236,0.7485342551294698,0.4098193829067934,0.2491259674504771,0.6828302776382854,0.217283410705652,0.1419153145248776,0.7192377870519154,0.7363740904707953,0.3403768450167603,0.7266028145957477,0.8450276079583244,0.6597302459315593,0.6089760233952551,0.3220377904565071,1.0,0.0,0.0,0.0,-0.7301683905186314,0.9827818617250744,0.5211433685939646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229989702491281,0.2900264495348933,-0.0801327326342408,0.0,0.0,0.0,0.0229989702491281,0.2900264495348933,-0.0801327326342408,0.0,0.0,0.0,0.0229989702491281,0.2900264495348933,-0.0801327326342408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914471842552934,0.4480490540173478,0.692790773987138,0.2179572897083183,0.9309593539971728,0.9810078926961168,0.9353477140815308,0.7854987773604477,0.2368236269849415,0.4484617438685473,0.8921938743408395,0.6681702335830096,0.3359065217249932,0.8182855158436235,0.8803805490231988,1.0,0.0,0.0,0.0,-0.6262173269867507,0.9785823023406242,0.5147795674625426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366840991502083,-0.215211637454028,-0.0172549570496313,0.0,0.0,0.0,0.366840991502083,-0.215211637454028,-0.0172549570496313,0.0,0.0,0.0,0.366840991502083,-0.215211637454028,-0.0172549570496313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817983634196268,0.4226164336811064,0.8427440183748922,0.5242333428173159,0.1950449547485862,0.570042746554626,0.1902012161735583,0.5397173303628274,0.3662426534334738,0.7278792475812802,0.5459550576137867,0.407992167498266,0.6685309910920154,0.5579620070895267,0.9217044569606928,1.0,0.0,0.0,0.0,-0.7767717188044445,0.9848252605966156,0.5473078072418497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5365077789549524,0.3319184115449747,0.0896783153491839,0.0,0.0,0.0,-0.5365077789549524,0.3319184115449747,0.0896783153491839,0.0,0.0,0.0,-0.5365077789549524,0.3319184115449747,0.0896783153491839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8276354904892321,0.5698195702954343,0.2259445519265221,0.7793407448327458,0.8144502543597307,0.3387822116714745,0.1862749462235629,0.8031953458415751,0.7274258103759896,0.0438589335314041,0.978042167478319,0.7611218764056938,0.5658560778500975,0.4066334880856322,0.7202789070043699,1.0,0.0,0.0,0.0,-0.6626323529542731,0.9692354328310866,0.5065133791713176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4426960501473227,-0.6100237962800718,-0.1116399448510139,0.0,0.0,0.0,0.4426960501473227,-0.6100237962800718,-0.1116399448510139,0.0,0.0,0.0,0.4426960501473227,-0.6100237962800718,-0.1116399448510139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3359896828170812,0.3292761197536197,0.7535741982438096,0.4949791439597433,0.2805398813277375,0.7460583456170753,0.4326946649910419,0.5957354563946675,0.6268562009596471,0.1003073625086992,0.6969010759477497,0.2564804722631438,0.6588411536048302,0.7156333320050592,0.7922491834974952,1.0,0.0,0.0,0.0,-0.7587741884145447,0.978012677838667,0.5177355346196426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3701129818548598,0.325378085697305,0.0301745464150868,0.0,0.0,0.0,-0.3701129818548598,0.325378085697305,0.0301745464150868,0.0,0.0,0.0,-0.3701129818548598,0.325378085697305,0.0301745464150868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8177496511700273,0.9271632374204684,0.3357681761001315,0.393623888237274,0.7194322203442963,0.5554472437229397,0.1963457161083414,0.1129173210802454,0.5301586387867447,0.2745036894111676,0.5379762532206229,0.6125013766564312,0.3886493775561239,0.0826048677044971,0.4542035492214362,1.0,0.0,0.0,0.0,-0.7029751946812524,0.973184442577497,0.5408617069100932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2340026002259946,-0.1967689320357221,0.0636685331666369,0.0,0.0,0.0,0.2340026002259946,-0.1967689320357221,0.0636685331666369,0.0,0.0,0.0,0.2340026002259946,-0.1967689320357221,0.0636685331666369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5211886385657528,0.432453445569755,0.7209219031649405,0.275420745682392,0.6453169495836019,0.915042149059578,0.129421178613429,0.0496578206260707,0.2162633732654177,0.689772084815051,0.556227392132717,0.4312977656247596,0.7158232801418105,0.67845636959716,0.4023706246750406,1.0,0.0,0.0,0.0,-0.6303875098973473,0.9732982952981096,0.542059691309823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2544103262479998,0.0042783396336936,0.0033629363826963,0.0,0.0,0.0,0.2544103262479998,0.0042783396336936,0.0033629363826963,0.0,0.0,0.0,0.2544103262479998,0.0042783396336936,0.0033629363826963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6920092917945762,0.6676116892082081,legacy,안녕하세요
0.1267856701856327,0.0770791522589552,0.0453479627687175,0.1378755290508795,0.0231732139028096,0.0135750415521919,0.1100803130195787,0.0191431898845494,0.0062775566249992,0.0943325300796527,0.0182396580982729,0.0012752621637482,0.0967823897187136,0.016552410031293,0.0108227026447635,1.0,0.1309341644179063,0.0647413788379513,0.2383716474943723,0.1728497642815433,0.0902972090203883,0.081542203096061,0.1101681746915794,0.0250554061839344,0.0945396567716667,0.0337401922686034,0.0255891232673757,0.0418012502774864,0.0656376655896477,0.0607938842865877,0.0058402206645211,1.0,0.6110204848811388,0.946900539955688,0.6937223278267143,-0.5863250858042448,0.9198074287865964,0.6763181618842151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141309081038913,-0.8204886507780208,-0.0259715056164482,0.0,0.0,0.0,0.141309081038913,-0.8204886507780208,-0.0259715056164482,0.0,0.0,0.0,0.141309081038913,-0.8204886507780208,-0.0259715056164482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6466110209688009,0.6721310387211084,legacy,안녕하세요
